dataset,shared_label,source_url,split,image_id,local_path,download_status
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/de2f3a82-6e1b-4697-882f-1bb01dae700e___JR_HL%208491.JPG,test,image_0215,/content/selected_images/PlantVillage/test/pepper_healthy/image_0215.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/TC3.jpg,train,image_0216,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0216.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/a7710b5901ba1f8e9759ef7576cd9f09.jpg,train,image_0217,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0217.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/depositphotos_7182856-stock-photo-tomato-leaf.jpg,train,image_0218,/content/selected_images/PlantDoc/train/tomato_healthy/image_0218.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20mold%20leaf/leaf_mold_tomato3x1200.jpg,train,image_0219,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0219.jpg,cached
PlantVillage,pepper_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___Bacterial_spot/ef606668-5aae-4600-a788-1834b6bc3f49___NREC_B.Spot%201804.JPG,train,image_0220,/content/selected_images/PlantVillage/train/pepper_leaf_spot/image_0220.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/happier-inside.jpg,train,image_0221,/content/selected_images/PlantDoc/train/tomato_healthy/image_0221.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/41c2f403-dd59-43dc-9b36-f5e277954630___UF.GRC_BS_Lab%20Leaf%208986.JPG,test,image_0222,/content/selected_images/PlantVillage/test/tomato_bacterial_spot/image_0222.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/0c73c79f-a384-4729-83c7-72c9b04da20c___GHLB2%20Leaf%208927.JPG,train,image_0223,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0223.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/tomato-plant-diseases-identification-leaf-spot-tomato-disease-tomato-plant-fungus-identification.jpg,train,image_0224,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0224.jpg,cached
PlantDoc,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Septoria%20leaf%20spot/tomato-septoria-leaf-spot-600.jpg,test,image_0225,/content/selected_images/PlantDoc/test/tomato_septoria_leaf_spot/image_0225.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Bell_pepper%20leaf/why-are-my-pepper-plants-yellow-yellow-pepper-plants-yellow-leaves-green-veins-pepper-plants-yellow-veins.jpg,train,image_0226,/content/selected_images/PlantDoc/train/pepper_healthy/image_0226.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/0c48052c-232b-4ea7-b77d-322f5f642612___Matt.S_CG%207724.JPG,train,image_0227,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0227.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Tomato%20leaf%20late%20blight/636368370164094909-late-blight-15-.jpg,train,image_0228,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0228.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/fa421fcb-ba24-4562-bf15-0ba854194d70___JR_HL%207641.JPG,train,image_0229,/content/selected_images/PlantVillage/train/pepper_healthy/image_0229.jpg,cached
PlantVillage,pepper_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___Bacterial_spot/f3cc0f80-ee73-47d4-b084-fd811ebe0206___NREC_B.Spot%201917.JPG,train,image_0230,/content/selected_images/PlantVillage/train/pepper_leaf_spot/image_0230.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/1fdbead6-97f6-4712-8c5e-2a1285e1e777___JR_HL%208681.JPG,train,image_0231,/content/selected_images/PlantVillage/train/pepper_healthy/image_0231.jpg,cached
PlantVillage,tomato_leaf_mould,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Leaf_Mold/2914fe18-387e-4d7f-8580-a0b530d7e727___Crnl_L.Mold%206777.JPG,train,image_0232,/content/selected_images/PlantVillage/train/tomato_leaf_mould/image_0232.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/993825d6-dbbd-41b8-9993-c68c3504eff8___GHLB_PS%20Leaf%2036%20Day%2013.jpg,test,image_0233,/content/selected_images/PlantVillage/test/tomato_late_blight/image_0233.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Bell_pepper%20leaf/10148582-green-leaf-of-pepper.jpg,test,image_0234,/content/selected_images/PlantDoc/test/pepper_healthy/image_0234.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/M7JV1.jpg,train,image_0235,/content/selected_images/PlantDoc/train/pepper_healthy/image_0235.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/P4190299aS.jpg,test,image_0236,/content/selected_images/PlantDoc/test/pepper_healthy/image_0236.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/c0d1a292-8b42-47b2-967e-0026af3988be___Matt.S_CG%201015.JPG,train,image_0237,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0237.jpg,cached
PlantVillage,pepper_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___Bacterial_spot/f65e0539-ea15-4998-91bf-e74870b22caf___JR_B.Spot%209052.JPG,train,image_0238,/content/selected_images/PlantVillage/train/pepper_leaf_spot/image_0238.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/2fb21107-3a44-45fa-91da-07355b622e14___RS_Late.B%205307.JPG,train,image_0239,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0239.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/434242f4-5988-41b8-9ab3-375b76b31766___RS_Late.B%206497.JPG,test,image_0240,/content/selected_images/PlantVillage/test/tomato_late_blight/image_0240.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/d212a7d8-8b14-4461-8cdd-d946cc366724___JR_HL%208360.JPG,train,image_0241,/content/selected_images/PlantVillage/train/pepper_healthy/image_0241.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/dbced313-fc2a-4780-bf86-b50d1934580c___JR_HL%207565.JPG,test,image_0242,/content/selected_images/PlantVillage/test/pepper_healthy/image_0242.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/Bell-pepper-plant.JPG.jpg,train,image_0243,/content/selected_images/PlantDoc/train/pepper_healthy/image_0243.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/cd8e0f91-3cbd-4327-9966-e8d3424d2612___GHLB2%20Leaf%208713.JPG,train,image_0244,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0244.jpg,cached
PlantDoc,tomato_early_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Early%20blight%20leaf/earlyblighttomato.jpg,train,image_0245,/content/selected_images/PlantDoc/train/tomato_early_blight/image_0245.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/924977LateBlightLeaf.jpg,train,image_0246,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0246.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/9a8c7e68-6887-40f1-b0f4-94bb5b678264___UF.GRC_BS_Lab%20Leaf%200399.JPG,train,image_0247,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0247.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/263f010b-28f0-493b-a5c2-099405b3a117___Keller.St_CG%201895.JPG,train,image_0248,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0248.jpg,cached
PlantVillage,pepper_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___Bacterial_spot/af404304-673d-4788-b622-104f2cb0e7be___JR_B.Spot%203257.JPG,train,image_0249,/content/selected_images/PlantVillage/train/pepper_leaf_spot/image_0249.jpg,cached
PlantVillage,tomato_early_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Early_blight/32e59188-5c46-4369-8991-5acfa253263b___RS_Erly.B%207781.JPG,train,image_0250,/content/selected_images/PlantVillage/train/tomato_early_blight/image_0250.jpg,cached
PlantDoc,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Septoria%20leaf%20spot/Septoria_Leaf_Spot.jpg,train,image_0251,/content/selected_images/PlantDoc/train/tomato_septoria_leaf_spot/image_0251.jpg,cached
PlantDoc,pepper_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf%20spot/pepper-plant-leaves-holes-in-pepper-plant-leaves-holes-in-pepper-plant-leaves-small-holes-in-pepper-plant-leaves-pepper-plant-leaves-eaten.jpg,train,image_0252,/content/selected_images/PlantDoc/train/pepper_leaf_spot/image_0252.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/fd40e99e-2c60-42c1-a962-8681814b4e6e___GHLB2%20Leaf%20120.JPG,train,image_0253,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0253.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20mold%20leaf/Problem-2a.jpg,train,image_0254,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0254.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/eba8000b-ecbc-4417-bc21-67c7e4dd8c8d___GCREC_Bact.Sp%205916.JPG,train,image_0255,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0255.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20mold%20leaf/Leaf-mold3.jpg,train,image_0256,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0256.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/68a97dc7-5cb3-4e41-8017-ae149e568d36___GCREC_Bact.Sp%205849.JPG,train,image_0257,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0257.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/bacterialLeafSpot07-2jqdlmz.jpg,train,image_0258,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0258.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/bacterialSpeck03510339f27656b-1scmgh1.jpg,train,image_0259,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0259.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/TomatoBlight.JPG.jpg,train,image_0260,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0260.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp%203645.JPG,train,image_0261,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0261.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/20150619d.jpg,train,image_0262,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0262.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/6e42a5dd-9354-454e-bca2-ea0cb4663de4___GHLB2%20Leaf%208675.JPG,train,image_0263,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0263.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Tomato%20mold%20leaf/50%2520Leafmold%2520Top.jpg,train,image_0264,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0264.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/dfde75b3-9cba-4b76-85ce-df8fb517976a___JR_Sept.L.S%202716.JPG,train,image_0265,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0265.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20mold%20leaf/gray-leaf-spot-300x225.jpg,train,image_0266,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0266.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/9f824326-5b34-4f6d-b500-a184cc984d0a___RS_Late.B%205382.JPG,train,image_0267,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0267.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/e00a3416-ed8b-4693-8eaf-09d03653a628___Matt.S_CG%206085.JPG,train,image_0268,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0268.jpg,cached
PlantDoc,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Septoria%20leaf%20spot/Tomato%2BProblems%2BSeptoria%2BLeaf%2BSpot.jpg,train,image_0269,/content/selected_images/PlantDoc/train/tomato_septoria_leaf_spot/image_0269.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/56226d25-dadc-4c38-8a06-cba810b38c42___GHLB2%20Leaf%20154.1.JPG,test,image_0270,/content/selected_images/PlantVillage/test/tomato_late_blight/image_0270.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/265d5430-3017-440a-b4f3-abfa0d2cbaed___JR_HL%207608.JPG,train,image_0271,/content/selected_images/PlantVillage/train/pepper_healthy/image_0271.jpg,cached
PlantVillage,tomato_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___healthy/c30a18fe-8a24-4f0e-9c33-ed8632eead8e___RS_HL%209965.JPG,train,image_0272,/content/selected_images/PlantVillage/train/tomato_healthy/image_0272.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/stock-photo-closeup-of-underside-of-bell-pepper-leaf-isolated-on-white-background-114184570.jpg,test,image_0273,/content/selected_images/PlantDoc/test/pepper_healthy/image_0273.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/9bfac1dea7f401e3b379dab33f535bb4.jpg,test,image_0274,/content/selected_images/PlantDoc/test/tomato_healthy/image_0274.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/2013-08-20-04.jpg,train,image_0275,/content/selected_images/PlantDoc/train/tomato_healthy/image_0275.jpg,cached
PlantVillage,tomato_leaf_mould,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Leaf_Mold/9f25030c-39e2-4a62-a586-40e3c26f60bb___Crnl_L.Mold%206657.JPG,train,image_0276,/content/selected_images/PlantVillage/train/tomato_leaf_mould/image_0276.jpg,cached
PlantDoc,tomato_early_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Early%20blight%20leaf/tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,train,image_0277,/content/selected_images/PlantDoc/train/tomato_early_blight/image_0277.jpg,cached
PlantDoc,pepper_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf%20spot/thrips001.jpg,train,image_0278,/content/selected_images/PlantDoc/train/pepper_leaf_spot/image_0278.jpg,cached
PlantDoc,tomato_early_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Early%20blight%20leaf/Tomato-Early-Blight-e1513806873934.jpg,train,image_0279,/content/selected_images/PlantDoc/train/tomato_early_blight/image_0279.jpg,cached
PlantDoc,pepper_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf%20spot/4-dogwood_pm.jpg,train,image_0280,/content/selected_images/PlantDoc/train/pepper_leaf_spot/image_0280.jpg,cached
PlantDoc,tomato_leaf_mould,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20mold%20leaf/d-to-tylv-fo005-14496A31BE70553130A.jpg,train,image_0281,/content/selected_images/PlantDoc/train/tomato_leaf_mould/image_0281.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/Canker-GHTom-CAG-leaf-collapse-copy-50-QUALITY-1ur7cyk.jpg,train,image_0282,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0282.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/e8199bb0e4a7edf94351ca07a5aadc06.jpg,train,image_0283,/content/selected_images/PlantDoc/train/pepper_healthy/image_0283.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/2017-08-27%252B-%252BLate%252BBlight%252Bon%252BGypsy%252B1.jpg,train,image_0284,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0284.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/tomato-leaf-26180166.jpg,train,image_0285,/content/selected_images/PlantDoc/train/tomato_healthy/image_0285.jpg,cached
PlantVillage,tomato_leaf_mould,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Leaf_Mold/9ac5f3a1-d1d0-4b18-9565-e08af681149b___Crnl_L.Mold%206703.JPG,train,image_0286,/content/selected_images/PlantVillage/train/tomato_leaf_mould/image_0286.jpg,cached
PlantDoc,tomato_early_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20Early%20blight%20leaf/30053_original.jpg,train,image_0287,/content/selected_images/PlantDoc/train/tomato_early_blight/image_0287.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/1dd56ebe-f509-4ec1-a43e-13bd49b263e5___GCREC_Bact.Sp%203832.JPG,train,image_0288,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0288.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/b694de0e-542c-4b7a-b322-30cea130719d___GHLB2%20Leaf%208720.JPG,train,image_0289,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0289.jpg,cached
PlantDoc,tomato_bacterial_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20bacterial%20spot/bac-canker.jpg,train,image_0290,/content/selected_images/PlantDoc/train/tomato_bacterial_spot/image_0290.jpg,cached
PlantVillage,tomato_bacterial_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Bacterial_spot/9de6c73c-49a3-4cd4-bc44-283a96b12328___GCREC_Bact.Sp%203574.JPG,train,image_0291,/content/selected_images/PlantVillage/train/tomato_bacterial_spot/image_0291.jpg,cached
PlantVillage,pepper_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___Bacterial_spot/56a3748f-881d-4adb-ab0a-85b5cc6883a9___NREC_B.Spot%209180.JPG,train,image_0292,/content/selected_images/PlantVillage/train/pepper_leaf_spot/image_0292.jpg,cached
PlantVillage,tomato_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___healthy/0f9a114d-1df8-442c-90e7-d14d2f6efb23___RS_HL%209964.JPG,test,image_0293,/content/selected_images/PlantVillage/test/tomato_healthy/image_0293.jpg,cached
PlantVillage,tomato_early_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Early_blight/2840c2f1-b901-41c2-8d0c-7827bc7f8ab3___RS_Erly.B%209574.JPG,test,image_0294,/content/selected_images/PlantVillage/test/tomato_early_blight/image_0294.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/August-17-2012-Supplemental-6.jpg,train,image_0295,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0295.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/d6ccb948-fdd5-4357-bb6a-c3df838ea465___GHLB_PS%20Leaf%208.1%20Day%208.jpg,train,image_0296,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0296.jpg,cached
PlantVillage,tomato_septoria_leaf_spot,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Septoria_leaf_spot/51357363-ec5f-4e60-a8ad-43911cd15c16___Matt.S_CG%207854.JPG,train,image_0297,/content/selected_images/PlantVillage/train/tomato_septoria_leaf_spot/image_0297.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/69c6df3c-ce76-4bac-a4be-d3efee364c10___GHLB2%20Leaf%208929.JPG,train,image_0298,/content/selected_images/PlantVillage/train/tomato_late_blight/image_0298.jpg,cached
PlantVillage,tomato_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___healthy/b9046af2-28a7-4546-9107-1ae6d0bb7de7___RS_HL%200174.JPG,train,image_0299,/content/selected_images/PlantVillage/train/tomato_healthy/image_0299.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/october-bell-peppers.jpg,train,image_0300,/content/selected_images/PlantDoc/train/pepper_healthy/image_0300.jpg,cached
PlantDoc,pepper_leaf_spot,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Bell_pepper%20leaf%20spot/000.jpg,train,image_0301,/content/selected_images/PlantDoc/train/pepper_leaf_spot/image_0301.jpg,cached
PlantVillage,tomato_leaf_mould,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Leaf_Mold/f42103cc-e7e6-4b18-97cb-e78b1bf0395f___Crnl_L.Mold%206819.JPG,train,image_0302,/content/selected_images/PlantVillage/train/tomato_leaf_mould/image_0302.jpg,cached
PlantVillage,pepper_healthy,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Pepper%2C_bell___healthy/e18c0617-2154-4a2c-a1e6-f649fdb4db59___JR_HL%207755.JPG,train,image_0303,/content/selected_images/PlantVillage/train/pepper_healthy/image_0303.jpg,cached
PlantDoc,tomato_late_blight,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf%20late%20blight/late-blight-phytophthora-infestans-damage-to-tomato-leaves-and-fruit-cmnxnf.jpg,train,image_0304,/content/selected_images/PlantDoc/train/tomato_late_blight/image_0304.jpg,cached
PlantDoc,pepper_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Bell_pepper%20leaf/seeding-peppers-a-1024x768.jpg,train,image_0305,/content/selected_images/PlantDoc/train/pepper_healthy/image_0305.jpg,cached
PlantVillage,tomato_late_blight,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/master/raw/color/Tomato___Late_blight/d6e1f9c1-f0f2-4370-8eb5-aba74edd815a___RS_Late.B%205209.JPG,test,image_0306,/content/selected_images/PlantVillage/test/tomato_late_blight/image_0306.jpg,cached
PlantDoc,tomato_healthy,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/2015-09-17-01.jpg,train,image_0307,/content/selected_images/PlantDoc/train/tomato_healthy/image_0307.jpg,cached
